State,City,Street,Zipcode,Bedroom,Bathroom,Area,PPSq,LotArea,Latitude,Longitude,ListedPrice
AZ,Queen Creek,E Maya Rd,85142,4,3,2850,154.9122807,0.13,31.988365,-110.97995,441500
AZ,Queen creek,W Angus Rd,85143,4,3,2397,179.5994994,0.13,31.965727,-110.98721,430500
AZ,San Tan Valley,N Coral Bean Dr,85143,2,2,1867,261.9175147,0.22,31.806698,-111.02562,489000
AZ,San Tan Valley,N Caspian Way,85143,3,2,1701,405.0558495,0.4,34.47389,-114.26506,689000
AZ,San Tan Valley,E Pineapple Rd,85143,4,3,2031,219.1038897,0.27,34.711536,-112.005745,445000
AZ,San Tan Valley,E Mill Reef Dr,85143,2,2,1781,289.1633914,0.11,34.591213,-112.437126,515000
AZ,Casa Grande,N San Ricardo Ct,85194,3,2,2081,312.301778,0.382231405,34.947636,-111.64848,649900
AZ,Mesa,W University Dr,85201,3,2,2118,330.0283286,0.5,34.748478,-112.00463,699000
AZ,Mesa,W Kiowa Cir,85202,6,4,2843,422.0541681,0.51,34.47979,-114.29006,1199900
AZ,Mesa,E Kramer St,85203,3,2,2041,188.633023,0.16,32.063164,-110.70426,385000
AZ,Mesa,S Val Vista Dr UNIT 15,85204,6,3,3883,83.69817152,0.142033976,33.407936,-112.042816,325000
AZ,Mesa,N Higley Rd UNIT 16,85205,4,7,7052,765.7402155,1.1868,33.622505,-111.7699,5400000
AZ,Mesa,E Elena Ave,85206,3,3,1794,386.9565217,1.05,34.22923,-110.035286,694200
AZ,Mesa,N Avery Cir,85207,3,2,1490,221.4765101,0.14,32.230038,-110.89825,330000
AZ,Mesa,E Trailridge Cir,85207,3,2,2839,146.1782318,1,34.28684,-110.11174,415000
AZ,Mesa,E Quill St,85207,4,2,2722,293.901543,0.255004591,33.529926,-112.05212,800000
AZ,Mesa,S Essex Ln,85208,3,2,2007,423.4678625,0.164003673,33.62519,-111.88431,849900
AZ,Mesa,E Arcadia Ave,85208,4,2,1877,212.5732552,0.161799816,32.629612,-114.37691,399000
AZ,Mesa,S 72nd St,85208,3,3,1800,244.4444444,0.174242424,32.63597,-114.37674,440000
AZ,Mesa,S Luther,85209,3,2,1110,252.2522523,0.153351699,32.67806,-114.65254,280000
AZ,Mesa,E Jan Cir,85209,4,4,2981,402.54948,0.25879247,33.85822,-112.10148,1200000
AZ,Mesa,S Terripin Cir,85209,3,2.5,1350,296.2222222,0.210009183,34.592148,-112.321434,399900
AZ,Mesa,E 7th Ave,85210,4,3,3209,288.2517918,0.286707989,33.55144,-112.06824,925000
AZ,Mesa,E Supernova Dr,85212,3,2,1536,269.5703125,0.109274564,33.323486,-111.564705,414060
AZ,Mesa,S 101st Way,85212,5,3,2780,219.4244604,0.12943067,33.318844,-111.72774,610000
AZ,Mesa,S Oxley,85212,3,2,1558,262.3106547,0.109274564,33.323128,-111.567024,408680
AZ,Mesa,S Veneto,85212,3,2.5,2006,233.7986042,0.275482094,33.654556,-112.2512,469000
AZ,Mesa,E Unity Ave,85212,3,2,1930,272.0207254,0.14,34.55461,-112.24062,525000
AZ,Mesa,E Northridge Cir,85215,3,2,1550,200,0.53,31.52082,-110.99875,310000
AZ,Mesa,E Minton Pl,85215,3,3.5,1820,346.1538462,0.03030303,33.445976,-111.93072,630000
AZ,Chandler,W Palo Verde Dr,85224,3,2,1888,225.1059322,0.160192837,33.393864,-111.67646,425000
AZ,Chandler,W Palomino Dr,85224,4,4.5,3409,410.3842769,1.1008,33.829777,-112.09097,1399000
AZ,Chandler,N Chippewa Pl,85224,4,2.5,2275,325.2703297,0.155945822,33.31978,-111.764114,739990
AZ,Chandler,S Kingston St,85225,3,2,1991,276.2425917,0.177410468,33.345856,-111.86261,549999
AZ,Chandler,W Folley St,85225,4,2,1860,201.0698925,0.164164371,32.937656,-111.725716,373990
AZ,Chandler,S Danyell Dr,85225,3,2,1249,344.2754203,0.160996327,33.339924,-111.8646,430000
AZ,Chandler,W Sundance Way,85225,3,2,2545,182.7111984,0.180945822,31.532938,-110.26487,465000
AZ,Chandler,N Meadowlark Ln,85226,3,2.5,2313,453.5235625,0.125688705,33.291054,-111.733284,1049000
AZ,Chandler,W Dublin St,85226,3,2,1334,311.0944528,0.16838843,33.59577,-112.10863,415000
AZ,Chandler,W Jupiter Way N,85226,3,2,1670,227.5449102,0.126721763,33.59231,-112.38084,380000
AZ,Gilbert,S Oak Ct,85233,4,2.5,3144,184.4767812,0.200918274,33.26226,-111.57066,579995
AZ,Gilbert,E Sagebrush St,85233,4,3,3817,314.1210375,0.59,34.45725,-114.31655,1199000
AZ,Sun Lakes,E Diamond Dr,85248,4,4.5,3516,483.5039818,1.2386,33.76963,-111.892975,1700000
AZ,Chandler,W Champagne Dr,85248,5,2.5,2655,352.165725,0.371671258,33.613144,-111.95715,935000
AZ,Sun Lakes,S Cloverland Dr,85248,5,4.5,4460,493.2735426,1.2596,33.80849,-111.95851,2200000
AZ,Sun Lakes,E Regal Dr,85248,3,1,1348,289.3175074,0.165610652,33.575325,-112.161644,390000
AZ,Chandler,W Honeysuckle Ln,85248,4,3,2817,312.3887114,0.417814509,33.687134,-112.242744,879999
AZ,Chandler,S Thistle Dr,85248,3,2,1190,273.1092437,0.118801653,33.62232,-112.38353,325000
AZ,Sun Lakes,S Eastlake Dr,85248,4,3,2385,502.7253669,0.167906336,33.493008,-112.01142,1199000
AZ,Chandler,E Aquarius Pl,85249,4,3.5,3747,393.6482519,1.303,33.83899,-112.13298,1475000
AZ,Chandler,E Sagittarius Ct,85249,1,1,1104,249.0942029,0.998025712,34.42246,-110.54745,275000
AZ,Chandler,E Victoria St,85249,3,2,1056,132.5757576,0.164141414,32.678486,-114.63007,140000
AZ,Scottsdale,N 77th Pl,85251,5,4.5,4704,637.7444728,0.471395776,33.708584,-111.83339,2999950
AZ,Paradise Valley,E Rovey Ave,85253,4,2,1938,257.4819401,0.165541781,33.584312,-112.164696,499000
AZ,Paradise Valley,E Caron Cir,85253,3,2.5,1832,393.0076419,0.088544536,33.644302,-111.96971,719990
AZ,Scottsdale,N 57th Way,85254,2,2,1765,243.0594901,0.215679522,33.634087,-112.293335,429000
AZ,Scottsdale,E Helena Dr,85254,4,3,2049,213.7579307,0.113636364,33.7122,-112.37281,437990
AZ,Scottsdale,E Campo Bello Dr,85254,5,3,2426,185.4905194,0.165197429,33.49029,-112.28379,450000
AZ,Scottsdale,N 51st St,85254,3,2,1501,233.1778814,0.215587695,33.659363,-112.09221,350000
AZ,Scottsdale,E Sheena Dr,85254,3,2.5,1893,224.5113576,0.103305785,33.237823,-111.60699,425000
AZ,Scottsdale,E Winchcomb Dr,85254,4,2,1832,230.8351528,0.113636364,33.7122,-112.37266,422890
AZ,Scottsdale,N 64th St,85254,4,3.5,3022,248.1469226,0.262213039,33.51188,-112.37109,749900
AZ,Scottsdale,E Happy Valley Rd UNIT 401,85255,5,2.5,3334,254.9490102,0.243089991,33.33344,-112.00019,850000
AZ,Scottsdale,N 98th Way,85255,4,2,1200,233.3333333,0.217860422,33.6347,-112.33314,280000
AZ,Scottsdale,N 73rd St,85255,4,4.5,3457,267.5701475,0.263980716,33.33524,-111.61785,924990
AZ,Scottsdale,E Juan Tabo Rd,85255,3,2,1346,291.9687964,0.103305785,33.714703,-112.40496,392990
AZ,Scottsdale,E Rita Dr,85255,4,3,3580,259.4972067,0.38,34.250565,-111.33664,929000
AZ,Scottsdale,E San Fernando Dr,85255,3,3,1663,399.8797354,0.07,35.1844,-111.68537,665000
AZ,Scottsdale,N 83rd Pl,85255,4,3,2955,287.6446701,1.141,33.482315,-112.47477,849990
AZ,Scottsdale,E Moreland St,85257,5,2.5,2424,204.2079208,0.148966942,33.04272,-112.05287,495000
AZ,Scottsdale,N 87th Way,85257,3,2,1560,279.7884615,0.103305785,33.7136,-112.40345,436470
AZ,Scottsdale,E Oak St,85257,2,2,2137,256.2938699,0.22187787,33.65299,-112.38994,547700
AZ,Scottsdale,E Mustang Trl,85258,4,4.5,2964,421.7273954,0.443365473,33.548336,-112.23328,1250000
AZ,Scottsdale,N Willowrain Ct,85258,3,3,1980,359.0858586,0.086088154,33.644096,-111.97004,710990
AZ,Scottsdale,E Del Tornasol Dr,85258,3,2,1350,278.7333333,0.107323232,33.41149,-112.24976,376290
AZ,Scottsdale,E Loma Ln,85258,4,2,2184,503.6630037,0.384389348,33.53485,-112.06393,1100000
AZ,Scottsdale,N 114th Way,85259,2,2,1344,326.6369048,0.152915519,33.860703,-112.11204,439000
AZ,Scottsdale,E Garden Dr,85260,3,2,1397,307.7308518,0.143503214,33.346054,-111.42779,429900
AZ,Scottsdale,E Charter Oak Dr,85260,3,2,1008,193.452381,0.135146924,32.70818,-114.67869,195000
AZ,Scottsdale,E Karen Dr,85260,3,2,1824,191.8859649,1.0638,33.326183,-112.48503,350000
AZ,Scottsdale,E Cactus Rd,85260,3,2,1815,357.799449,0.125344353,33.301098,-111.69798,649406
AZ,Scottsdale,E Redfield St,85260,5,3,2530,214.1067194,0.186524334,33.17347,-111.53075,541690
AZ,Scottsdale,E Graythorn Dr,85262,4,3.5,2475,323.2282828,0.088636364,33.644024,-111.97072,799990
AZ,Scottsdale,N 92nd Way,85262,3,2,1543,210.6286455,0.2,32.185616,-110.78412,325000
AZ,Scottsdale,E Horned Owl Trl,85262,4,3,2699,220.4520193,0.185629017,33.204685,-111.57622,595000
AZ,Scottsdale,N 72nd Pl,85266,4,2,2422,474.8142031,0.720385675,33.744865,-111.94593,1150000
AZ,Scottsdale,N Pima Rd UNIT 19,85266,2,1,952,288.8655462,0.144605142,33.3988,-111.98287,275000
AZ,Scottsdale,N Pima Rd UNIT 5,85266,3,2,2147,183.9776432,0.15312213,33.41096,-112.584816,395000
AZ,Scottsdale,E Boulders Pkwy UNIT 47,85266,3,2,1166,394.5111492,0.210055096,34.94812,-111.64424,460000
AZ,Fountain Hills,E Tumbleweed Dr,85268,3,4,3600,609.7222222,0.57,34.774876,-112.571976,2195000
AZ,Fountain Hills,E Crystal Ridge Dr,85268,4,2,2312,298.0103806,0.223002755,33.32754,-111.90966,689000
AZ,Fountain Hills,E Shadow Canyon Dr,85268,2,2,1791,206.588498,0.174471993,33.20482,-111.85343,370000
AZ,Tempe,E Weber Dr #1018,85281,3,2,1668,248.8009592,0.134090909,33.61481,-112.3738,415000
AZ,Tempe,E Fairmont Dr,85282,4,5,4887,838.9605075,2.44,32.468678,-110.973366,4100000
AZ,Tempe,E Jeanine Dr,85284,3,3,2141,293.7879496,0.15,32.14853,-110.779144,629000
AZ,Tempe,W Palomino Dr,85284,4,3,2208,185.2309783,0.12,31.949856,-110.97859,408990
AZ,Tempe,W Myrna Ln,85284,3,3,3083,430.1005514,0.26,32.2404,-110.94056,1326000
AZ,Gilbert,S Rochester Dr,85295,4,3,2494,295.5092221,0.32,32.22705,-110.8629,737000
AZ,Gilbert,S Sailors Ct,85295,3,2,2450,277.1428571,0.165082645,33.212807,-111.84494,679000
AZ,Gilbert,E John St,85295,5,4.5,3131,167.6748643,0.235169881,33.582794,-112.41495,524990
AZ,Gilbert,E Jones St,85295,2,2,1066,280.4878049,0.14,32.309563,-111.024826,299000
AZ,Gilbert,E Temple Ct,85296,4,3,2376,319.4444444,1.02,32.26519,-110.74705,759000
AZ,Gilbert,E Longhorn Ct,85297,4,2,1922,221.1238293,1.68,32.936195,-109.8325,425000
AZ,Gilbert,E Packard Dr,85298,4,3,2391,171.0539523,0.11,32.113514,-110.84715,408990
AZ,Gilbert,S Joslyn Ln,85298,3,2,1353,317.7383592,0.22,34.505756,-114.3257,429900
AZ,Glendale,N 64th Ave,85301,3,2,1940,340.1546392,0.137741047,33.310135,-111.61454,659900
AZ,Glendale,N 48th Ave,85302,3,3,1980,469.1919192,0.178420569,33.80519,-111.8814,929000
AZ,Glendale,W Belmont Ave,85303,5,4,2953,217.0640027,0.152089073,33.515106,-112.476715,640990
AZ,Glendale,W Northview Ave,85303,4,3,2220,173.8783784,0.12,32.44519,-111.2174,386010
AZ,Glendale,W Christy Dr,85304,4,3,2754,253.8126362,3.35,32.264977,-111.05839,699000
AZ,Glendale,W Georgia Ave,85305,4,3.5,4018,223.7431558,0.947199265,33.16933,-111.59153,899000
AZ,Glendale,W Missouri Ave,85305,3,2.5,2402,270.3605329,0.120293848,33.30279,-111.69819,649406
AZ,Glendale,W Marshall Ave,85305,3,3,2543,283.1301612,0.16,32.386555,-110.94934,720000
AZ,Glendale,N 51st Dr,85306,3,2,1509,304.8369781,0.174173554,33.34648,-111.5883,459999
AZ,Glendale,W Acapulco Ln,85306,4,2,1626,255.2275523,0.11707989,33.684124,-112.13076,415000
AZ,Glendale,W Dailey St,85306,4,2,2130,321.5962441,0.158402204,33.260075,-111.86379,685000
AZ,Glendale,W Northview Ave,85307,4,2.5,2448,177.6960784,0.137741047,33.376064,-112.21879,435000
AZ,Glendale,W Taro Ln,85308,3,2.5,1558,234.6116816,0.213911846,33.4117,-112.57735,365525
AZ,Glendale,W Cielo Grande,85310,3,3,3954,214.9721801,0.5,32.381237,-110.96986,850000
AZ,Glendale,W Paraiso Dr,85310,3,2,1232,254.6590909,0.12,31.949917,-110.97925,313740
AZ,Glendale,W Jj Ranch Rd,85310,4,3,3006,272.1224218,10.01,34.61015,-113.86324,818000
AZ,Buckeye,S 237th Dr,85326,3,2,1959,280.754977,0.157300275,33.4893,-112.10964,549999
AZ,Buckeye,S Watermann Ln,85326,4,2,2073,224.3125904,0.229568411,33.635323,-112.16909,465000
AZ,Buckeye,W Wedgewood Ave,85326,4,2,2243,289.7904592,0.172727273,33.330666,-111.79656,650000
AZ,Buckeye,S Sexson Dr,85326,3,2,1274,278.6499215,0.121854913,33.15517,-111.564865,355000
AZ,Buckeye,S Rainbow Valley Rd,85326,4,2,2372,217.1163575,0.212970615,33.438293,-112.4337,515000
AZ,Cave Creek,E Victoria Dr,85331,4,2.5,1933,310.3983445,0.134343434,33.218533,-111.59865,600000
AZ,Cave Creek,N Canyon Crossings Dr,85331,5,4,2793,252.1611171,0.172176309,33.30911,-111.59543,704286
AZ,Cave Creek,N 63rd St,85331,3,2,2456,325.6921824,0.4,34.469967,-114.31498,799900
AZ,Cave Creek,E Cave Creek Rd #1,85331,3,2,1793,209.1466815,4.59E-06,31.831587,-111.007355,375000
AZ,Goodyear,W Elizabeth Ave,85338,4,3,2556,586.8544601,0.20479798,33.51394,-112.008224,1500000
AZ,Goodyear,W Hadley St,85338,3,2,1597,219.0983093,0.14,32.12211,-110.85337,349900
AZ,Laveen,W Odeum Ln,85339,3,2,1907,262.1394861,0.191000918,33.605396,-112.22048,499900
AZ,Laveen,W Valencia Dr,85339,3,3,2086,572.8667306,0.129889807,33.79296,-111.91579,1195000
AZ,Laveen,W Alta Mesa Ave,85339,4,3,2690,147.8513011,0.11,32.053276,-110.72601,397720
AZ,Laveen,S 53rd Ln,85339,3,2,1683,314.3196673,0.252226814,33.333595,-111.7654,529000
AZ,Laveen,S 49th Dr,85339,4,3,2686,316.4553239,0.349632691,33.707447,-112.15351,849999
AZ,Laveen,W Harwell Rd,85339,4,3.5,3377,384.9570625,0.176767677,33.588863,-112.430115,1300000
AZ,Litchfield Park,W Badgett Ln,85340,3,2.5,2128,317.1992481,0.166230487,33.65933,-112.17584,675000
AZ,Litchfield Park,N 145th Dr,85340,3,2,1176,279.7619048,0.23,34.47282,-114.272125,329000
AZ,Litchfield Park,W Earll Dr,85340,3,2,1691,189.2371378,0.132300275,33.071293,-112.05554,320000
AZ,Litchfield Park,W Missouri Ave,85340,3,3,2300,301.7391304,0.263774105,33.684986,-112.33527,694000
AZ,Litchfield Park,N Almanza Ln,85340,4,2,1797,233.9955481,0.126997245,33.557064,-112.420364,420490
AZ,Litchfield Park,W Missouri Ave,85340,3,2,1883,265.5331917,0.45,34.425026,-110.58024,499999
AZ,Peoria,W Puget Ave,85345,3,2,1712,283.1483645,0.114600551,33.313232,-111.94003,484750
AZ,Peoria,W Brown St,85345,2,3,2264,220.8038869,0.27,32.386147,-111.15327,499900
AZ,Peoria,W Manzanita Dr,85345,4,3,2384,162.9697987,0.11,32.05332,-110.726135,388520
AZ,Peoria,W Butler Dr,85345,2,2,1716,276.8065268,0.163888889,33.341274,-111.98034,475000
AZ,Peoria,N 94th Ln,85345,3,2,1884,230.8917197,0.15,32.352673,-111.103004,435000
AZ,Sun City,W Pineaire Dr,85351,3,2,1820,244.5054945,0.174150597,33.62341,-112.17629,445000
AZ,Sun City,W Arrowhead Dr,85351,4,3,2553,268.3117901,0.161799816,33.316326,-111.860634,685000
AZ,Sun City,W El Dorado Dr,85351,3,2,1631,159.411404,0.174747475,31.52825,-110.28656,260000
AZ,Sun City,W Desert Rock Dr,85351,3,2,1287,278.9432789,0.129843893,33.613213,-112.187164,359000
AZ,Sun City,N 109th Ave,85351,2,1.75,1320,261.3636364,0.210284665,33.68597,-112.3519,345000
AZ,Tolleson,S 101st Ln,85353,4,2.5,2582,231.9907049,0.233241506,33.5233,-112.35218,599000
AZ,Waddell,N 182nd Dr,85355,4,3,2173,258.1638288,0.152089073,33.515106,-112.47689,560990
AZ,Waddell,N Erin Ct,85355,3,2,1336,303.1437126,0.108172635,33.43991,-111.71786,405000
AZ,Waddell,W El Caminito Dr,85355,4,2,1800,225,0.118801653,33.540485,-112.328026,405000
AZ,Wellton,Sonora St,85356,3,2,1879,399.0952634,0.13989899,33.646973,-111.90558,749900
AZ,Yuma,W 27th Pl,85364,4,2,1819,236.3930731,0.161593205,33.51581,-112.24314,429999
AZ,Yuma,W Del Valle Dr,85364,6,4.5,5642,451.9673875,0.311065197,33.533497,-112.07042,2550000
AZ,Yuma,S Mojave Ln,85364,3,2,1258,245.6279809,0.156152433,33.154575,-111.44382,309000
AZ,Yuma,W 5th St,85364,3,2,1943,285.6407617,0.251193756,33.553116,-112.07101,555000
AZ,Yuma,W 10th Ln,85364,3,2.5,2962,280.1823093,0.220959596,33.47751,-112.40888,829900
AZ,Yuma,E 27th St,85365,4,2,1248,288.4615385,0.158907254,33.477013,-112.132416,360000
AZ,Yuma,E 54th Dr,85367,3,1,900,248.8888889,0.12,32.20102,-110.91127,224000
AZ,Yuma,E 51st St,85367,3,2,1600,224.76875,0.11,32.053257,-110.72456,359630
AZ,Sun City,W Ponderosa Cir,85373,3,2,1600,210.3375,0.11,32.053356,-110.72548,336540
AZ,Pine Knoll Shores,W Jessie Ln,85373,2,2,1240,282.016129,0.14033517,33.399353,-111.73119,349700
AZ,Sun City,W Marco Polo Rd,85373,6,5.5,6589,682.9564426,0.808631772,33.597435,-111.86178,4500000
AZ,Surprise,W Davis Rd,85374,5,3,2941,224.3794628,0.281404959,33.340088,-111.774216,659900
AZ,Surprise,W Pinehurst Ln,85374,3,2,1800,297.2222222,0.132231405,33.76205,-112.35596,535000
AZ,Surprise,W Rimrock St,85374,2,1,670,373.1343284,0.20087236,33.495827,-112.05465,250000
AZ,Sun City West,W Prospect Dr,85375,2,1,852,293.42723,0.20087236,33.49568,-112.05464,250000
AZ,Sun City West,W Gable Hill Dr,85375,4,4.5,3502,569.6744717,0.100275482,33.83253,-111.939926,1995000
AZ,Sun City West,N Pedregosa Dr,85375,4,3.5,3433,348.0920478,0.407024793,33.48892,-111.68001,1195000
AZ,Sun City West,N Cheyenne Dr,85375,4,2,2072,234.0733591,0.161157025,33.57659,-112.24554,485000
AZ,Sun City West,N Arrellaga Dr,85375,5,3.5,3458,274.7252747,0.347405877,33.249546,-111.863045,950000
AZ,Sun City West,N Palm Desert Dr,85375,4,2,1624,237.0689655,0.183654729,32.653137,-114.16967,385000
AZ,Sun City West,W Beardsley Rd,85375,3,2,1230,226.8292683,0.18,32.197136,-110.89895,279000
AZ,Surprise,N Nash St,85378,3,2,1593,237.915882,0.14,32.24897,-110.91638,379000
AZ,Surprise,W Riviera Dr,85379,2,2,1665,252.1921922,0.195890725,33.375645,-111.88148,419900
AZ,Surprise,W Acapulco Ln,85379,3,2,1216,341.2820724,0.138888889,33.5534,-112.24971,414999
AZ,Surprise,W Gelding Dr,85379,2,2,1476,182.2493225,0.16,31.842342,-110.99371,269000
AZ,Surprise,W Cortez St,85379,2,2,1214,242.7100494,1.08,31.988941,-110.71631,294650
AZ,Peoria,N 75th Dr,85381,3,2,1460,236.5958904,0.11,32.052856,-110.72562,345430
AZ,Peoria,W Paradise Ln,85382,3,2,1752,342.4086758,0.21,34.532276,-114.359856,599900
AZ,Peoria,N 89th Dr,85382,3,2,1580,332.2151899,0.18,34.625706,-112.344055,524900
AZ,Peoria,W Yukon Dr,85382,3,2,2152,206.7843866,0.232323232,33.609947,-112.25787,445000
AZ,Peoria,N 70th Ave,85383,3,2,2102,373.1588963,0.137741047,33.781273,-112.34385,784380
AZ,Peoria,W Foothill Dr,85383,4,2,1784,210.2017937,0.191023875,33.487907,-112.713806,375000
AZ,Peoria,N 137th Ave,85383,4,2,2568,272.1962617,1.22E-05,32.17472,-110.77079,699000
AZ,Peoria,W Horsetail Trl,85383,3,2,1460,239.1369863,0.11,32.053288,-110.724815,349140
AZ,Peoria,W Red Range Way,85383,4,2,1311,49.58047292,2.35,35.050457,-114.22941,65000
AZ,Peoria,N 82nd Ave,85383,2,1,822,302.3114355,0.17,32.19166,-110.959854,248500
AZ,Surprise,W Buckskin Trl,85387,4,2,2007,201.793722,0.23,32.20015,-110.80372,405000
AZ,Surprise,W Buckskin Trl,85387,4,2.5,3057,310.7621851,0.125642792,33.683594,-112.00233,950000
AZ,Surprise,W Smoketree Dr,85387,3,2,1432,192.0391061,0.17,32.2959,-110.98946,275000
AZ,Surprise,W Gray Fox Trl,85387,3,2,1664,151.6826923,0.38,34.09769,-109.284294,252400
AZ,Surprise,N 170th Ave,85387,4,4.5,4397,635.6606777,1.7491,33.752995,-111.86385,2795000
AZ,Surprise,W Christy Dr,85388,3,2,1719,218.1500873,0.166781451,32.71851,-114.66653,375000
AZ,Surprise,N San Clemente St,85388,3,2,1366,270.7906296,0.56,31.989813,-110.72024,369900
AZ,Surprise,W Larkspur Dr,85388,4,2,1749,313.8936535,0.19,34.5411,-112.50213,549000
AZ,Avondale,W Roma Ave,85392,4,3,1886,302.2269353,0.657001837,34.947697,-111.62675,570000
AZ,Avondale,N 104th Ave,85392,3,2,1924,330.04158,0.156588613,33.31845,-111.91335,635000
AZ,Avondale,W Dana Ln,85392,4,2.5,3163,300.3477711,0.596808999,33.453083,-111.80871,950000
